"S_No","Price","Date of Transfer","Postcode","Town/City","District","County","Short Postcode"
5,735000,2022,"GU27 2DJ","HASLEMERE","WAVERLEY","SURREY","GU27 "
6,392500,2022,"KT23 3JY","LEATHERHEAD","MOLE VALLEY","SURREY","KT23 "
7,630000,2022,"RH9 8NN","GODSTONE","TANDRIDGE","SURREY","RH9 8"
8,335000,2022,"GU6 8JS","CRANLEIGH","WAVERLEY","SURREY","GU6 8"
9,967000,2022,"GU6 7NR","CRANLEIGH","WAVERLEY","SURREY","GU6 7"
10,495000,2022,"BR8 8JU","SWANLEY","SEVENOAKS","KENT","BR8 8"
11,399950,2022,"KT22 9LL","LEATHERHEAD","MOLE VALLEY","SURREY","KT22 "
12,490000,2022,"GU21 2BA","WOKING","WOKING","SURREY","GU21 "
13,1400000,2022,"GU5 9BB","GUILDFORD","GUILDFORD","SURREY","GU5 9"
14,477500,2022,"RH5 5AH","DORKING","MOLE VALLEY","SURREY","RH5 5"
15,282500,2022,"GU5 9HF","GUILDFORD","GUILDFORD","SURREY","GU5 9"
16,595000,2022,"CT3 1RP","CANTERBURY","CANTERBURY","KENT","CT3 1"
17,285000,2022,"ME20 6XE","AYLESFORD","TONBRIDGE AND MALLING","KENT","ME20 "
18,195000,2022,"ME15 6FP","MAIDSTONE","MAIDSTONE","KENT","ME15 "
19,1090000,2022,"KT16 0AW","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
20,320000,2022,"KT19 0ED","EPSOM","EPSOM AND EWELL","SURREY","KT19 "
21,305000,2022,"GU4 8LP","GUILDFORD","GUILDFORD","SURREY","GU4 8"
22,735000,2022,"CR3 7BJ","CATERHAM","TANDRIDGE","SURREY","CR3 7"
23,362500,2022,"KT20 6UY","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
24,235500,2022,"CT10 3RF","BROADSTAIRS","THANET","KENT","CT10 "
25,70600,2022,"CT9 2HN","MARGATE","THANET","KENT","CT9 2"
26,375000,2022,"GU10 3HB","FARNHAM","WAVERLEY","SURREY","GU10 "
27,205000,2022,"RH8 9PH","OXTED","TANDRIDGE","SURREY","RH8 9"
28,2e+05,2022,"GU21 2UA","WOKING","WOKING","SURREY","GU21 "
29,235000,2022,"CT16 3NA","DOVER","DOVER","KENT","CT16 "
30,190000,2022,"CT16 3NA","DOVER","DOVER","KENT","CT16 "
31,7e+05,2022,"GU8 6DP","GODALMING","WAVERLEY","SURREY","GU8 6"
32,265000,2022,"GU22 9LP","WOKING","WOKING","SURREY","GU22 "
33,205000,2022,"TN28 8QW","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
34,1035000,2022,"TN15 0ED","SEVENOAKS","SEVENOAKS","KENT","TN15 "
35,185000,2022,"CT9 3JG","MARGATE","THANET","KENT","CT9 3"
36,325000,2022,"KT23 3PE","LEATHERHEAD","MOLE VALLEY","SURREY","KT23 "
37,210000,2022,"CT18 7SU","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT18 "
38,235000,2022,"TN14 5FW","SEVENOAKS","SEVENOAKS","KENT","TN14 "
39,247500,2022,"TN14 5FX","SEVENOAKS","SEVENOAKS","KENT","TN14 "
40,645000,2022,"KT20 7SG","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
41,435000,2022,"KT10 0AT","ESHER","ELMBRIDGE","SURREY","KT10 "
42,287000,2022,"KT10 0AT","ESHER","ELMBRIDGE","SURREY","KT10 "
43,292000,2022,"CT3 3DU","CANTERBURY","DOVER","KENT","CT3 3"
44,104000,2022,"TN14 5FT","SEVENOAKS","SEVENOAKS","KENT","TN14 "
45,1750000,2022,"RH1 5QB","REDHILL","TANDRIDGE","SURREY","RH1 5"
46,580000,2022,"KT20 7SG","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
47,220000,2022,"ME20 7HG","AYLESFORD","TONBRIDGE AND MALLING","KENT","ME20 "
48,230000,2022,"TN4 0SA","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
49,262000,2022,"ME19 5GJ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
50,186000,2022,"TN25 7FZ","ASHFORD","ASHFORD","KENT","TN25 "
51,282000,2022,"GU16 7AB","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
52,275000,2022,"GU22 8BW","WOKING","WOKING","SURREY","GU22 "
53,265000,2022,"GU22 8BW","WOKING","WOKING","SURREY","GU22 "
54,57000,2022,"CT9 2JX","MARGATE","THANET","KENT","CT9 2"
55,410000,2022,"ME8 8FQ","GILLINGHAM","SWALE","KENT","ME8 8"
56,235000,2022,"DA10 1BT","SWANSCOMBE","DARTFORD","KENT","DA10 "
57,184000,2022,"CT20 3BZ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
58,290000,2022,"TN15 8ER","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
59,830000,2022,"TN12 9NX","TONBRIDGE","MAIDSTONE","KENT","TN12 "
60,465000,2022,"GU6 7RH","CRANLEIGH","WAVERLEY","SURREY","GU6 7"
61,148000,2022,"TW19 7JN","STAINES-UPON-THAMES","SPELTHORNE","SURREY","TW19 "
62,160000,2022,"ME17 2PZ","MAIDSTONE","MAIDSTONE","KENT","ME17 "
63,4e+05,2022,"TN14 6EY","SEVENOAKS","SEVENOAKS","KENT","TN14 "
64,170000,2022,"CT9 2EB","MARGATE","THANET","KENT","CT9 2"
65,383000,2022,"CT13 0FR","SANDWICH","DOVER","KENT","CT13 "
66,450000,2022,"KT20 6BW","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
67,377500,2022,"KT22 0SB","LEATHERHEAD","ELMBRIDGE","SURREY","KT22 "
68,450000,2022,"KT20 6DH","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
69,2e+05,2022,"CT17 0SF","DOVER","DOVER","KENT","CT17 "
70,350000,2022,"TN14 5FE","SEVENOAKS","SEVENOAKS","KENT","TN14 "
71,629000,2022,"KT10 0NB","ESHER","ELMBRIDGE","SURREY","KT10 "
72,196000,2022,"CT16 3NA","DOVER","DOVER","KENT","CT16 "
73,502500,2022,"RH6 0HX","HORLEY","MOLE VALLEY","SURREY","RH6 0"
74,285000,2022,"TW20 0DN","EGHAM","RUNNYMEDE","SURREY","TW20 "
75,207000,2022,"KT14 7QP","WEST BYFLEET","WOKING","SURREY","KT14 "
76,222000,2022,"TN28 8NT","NEW ROMNEY","FOLKESTONE AND HYTHE","KENT","TN28 "
77,157500,2022,"CT18 7SU","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT18 "
78,250000,2022,"GU24 0AR","WOKING","WOKING","SURREY","GU24 "
79,370000,2022,"TN14 5GR","SEVENOAKS","SEVENOAKS","KENT","TN14 "
80,525000,2022,"TN15 6AX","SEVENOAKS","SEVENOAKS","KENT","TN15 "
81,250000,2022,"DA10 1BT","SWANSCOMBE","DARTFORD","KENT","DA10 "
82,155000,2022,"CT16 3PP","DOVER","DOVER","KENT","CT16 "
83,244000,2022,"CT3 4HD","CANTERBURY","CANTERBURY","KENT","CT3 4"
84,8e+05,2022,"GU8 5BX","GODALMING","WAVERLEY","SURREY","GU8 5"
85,140000,2022,"CT9 2HS","MARGATE","THANET","KENT","CT9 2"
86,232500,2022,"KT15 3EH","ADDLESTONE","RUNNYMEDE","SURREY","KT15 "
87,193000,2022,"CT20 3AU","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
88,350000,2022,"CT18 8DE","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT18 "
89,315000,2022,"KT10 0AF","ESHER","ELMBRIDGE","SURREY","KT10 "
90,352500,2022,"GU23 6AF","WOKING","GUILDFORD","SURREY","GU23 "
91,665000,2022,"CT4 6NL","CANTERBURY","FOLKESTONE AND HYTHE","KENT","CT4 6"
92,180000,2022,"CT9 3JG","MARGATE","THANET","KENT","CT9 3"
93,425000,2022,"GU8 5AS","GODALMING","WAVERLEY","SURREY","GU8 5"
94,164988,2022,"ME20 6HQ","AYLESFORD","TONBRIDGE AND MALLING","KENT","ME20 "
95,292000,2022,"ME1 3FP","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
96,158000,2022,"CT3 4JA","CANTERBURY","CANTERBURY","KENT","CT3 4"
97,297500,2022,"GU24 0AS","WOKING","WOKING","SURREY","GU24 "
98,340000,2022,"ME18 5ER","MAIDSTONE","MAIDSTONE","KENT","ME18 "
99,347500,2022,"DA10 1BT","SWANSCOMBE","DARTFORD","KENT","DA10 "
100,235000,2022,"KT12 5LB","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
101,507500,2022,"KT10 0QY","ESHER","ELMBRIDGE","SURREY","KT10 "
102,330000,2022,"KT10 0QY","ESHER","ELMBRIDGE","SURREY","KT10 "
103,160000,2022,"KT23 3PT","LEATHERHEAD","MOLE VALLEY","SURREY","KT23 "
104,466000,2022,"GU8 5AP","GODALMING","WAVERLEY","SURREY","GU8 5"
105,520000,2022,"GU6 7RH","CRANLEIGH","WAVERLEY","SURREY","GU6 7"
106,2e+05,2022,"TN2 4LG","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN2 4"
107,350000,2022,"RH5 4LU","DORKING","MOLE VALLEY","SURREY","RH5 4"
108,3200000,2022,"GU8 6BG","GODALMING","WAVERLEY","SURREY","GU8 6"
109,725000,2022,"KT22 0SB","LEATHERHEAD","ELMBRIDGE","SURREY","KT22 "
110,644000,2022,"GU5 0ES","GUILDFORD","WAVERLEY","SURREY","GU5 0"
111,250000,2022,"KT20 7PJ","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
112,313000,2022,"GU10 4TZ","FARNHAM","WAVERLEY","SURREY","GU10 "
113,375000,2022,"KT10 0AW","ESHER","ELMBRIDGE","SURREY","KT10 "
114,293000,2022,"KT10 0AW","ESHER","ELMBRIDGE","SURREY","KT10 "
115,234000,2022,"GU21 2UE","WOKING","WOKING","SURREY","GU21 "
116,599500,2022,"GU5 0ES","GUILDFORD","WAVERLEY","SURREY","GU5 0"
117,146000,2022,"KT10 0AF","ESHER","ELMBRIDGE","SURREY","KT10 "
118,199950,2022,"GU12 5QB","ALDERSHOT","GUILDFORD","SURREY","GU12 "
119,255000,2022,"RH1 4HH","REDHILL","TANDRIDGE","SURREY","RH1 4"
120,712500,2022,"GU8 4UF","GODALMING","WAVERLEY","SURREY","GU8 4"
121,505000,2022,"ME17 2DT","MAIDSTONE","MAIDSTONE","KENT","ME17 "
122,254000,2022,"GU12 6AG","ALDERSHOT","GUILDFORD","SURREY","GU12 "
123,752700,2022,"TN3 0XE","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 0"
124,1070000,2022,"TN11 8DZ","TONBRIDGE","SEVENOAKS","KENT","TN11 "
125,495000,2022,"TN4 8PA","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 8"
126,140000,2022,"TN14 5FN","SEVENOAKS","SEVENOAKS","KENT","TN14 "
127,322500,2022,"ME14 4RE","MAIDSTONE","MAIDSTONE","KENT","ME14 "
128,375000,2022,"RH5 4LU","DORKING","MOLE VALLEY","SURREY","RH5 4"
129,240000,2022,"TN12 6AY","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
130,220000,2022,"ME9 9ED","SITTINGBOURNE","SWALE","KENT","ME9 9"
131,770000,2022,"ME14 3DX","MAIDSTONE","MAIDSTONE","KENT","ME14 "
132,420000,2022,"TN15 0RG","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
133,144000,2022,"ME14 2JH","MAIDSTONE","MAIDSTONE","KENT","ME14 "
134,770000,2022,"GU3 1DU","GUILDFORD","GUILDFORD","SURREY","GU3 1"
135,585000,2022,"KT6 5EU","SURBITON","ELMBRIDGE","SURREY","KT6 5"
136,480000,2022,"KT23 4JP","LEATHERHEAD","MOLE VALLEY","SURREY","KT23 "
137,990000,2022,"TN11 8DY","TONBRIDGE","SEVENOAKS","KENT","TN11 "
138,555000,2022,"KT24 6SU","LEATHERHEAD","GUILDFORD","SURREY","KT24 "
139,550000,2022,"TN12 6QT","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
140,385000,2022,"CT20 3SU","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
141,280000,2022,"TW20 0DN","EGHAM","RUNNYMEDE","SURREY","TW20 "
142,980000,2022,"TN25 4AR","ASHFORD","ASHFORD","KENT","TN25 "
143,645000,2022,"TN12 6QT","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
144,166000,2022,"CT4 7HQ","CANTERBURY","CANTERBURY","KENT","CT4 7"
145,405494,2022,"TN11 8HN","TONBRIDGE","SEVENOAKS","KENT","TN11 "
146,253500,2022,"TN14 5FT","SEVENOAKS","SEVENOAKS","KENT","TN14 "
147,265000,2022,"ME19 5GD","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
148,260000,2022,"ME19 5GJ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
149,520000,2022,"CT13 0NH","SANDWICH","DOVER","KENT","CT13 "
150,405000,2022,"RH9 8EN","GODSTONE","TANDRIDGE","SURREY","RH9 8"
151,268000,2022,"ME19 5GJ","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
152,408500,2022,"TN14 5GN","SEVENOAKS","SEVENOAKS","KENT","TN14 "
153,230000,2022,"TN11 0HP","TONBRIDGE","TONBRIDGE AND MALLING","KENT","TN11 "
154,1550000,2022,"TN12 9LX","TONBRIDGE","MAIDSTONE","KENT","TN12 "
155,230000,2022,"RH1 3DZ","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
156,247500,2022,"CR5 3TD","COULSDON","REIGATE AND BANSTEAD","SURREY","CR5 3"
157,640000,2022,"KT22 9GS","LEATHERHEAD","MOLE VALLEY","SURREY","KT22 "
158,310000,2022,"TW20 0TY","EGHAM","RUNNYMEDE","SURREY","TW20 "
159,355000,2022,"TN14 5GQ","SEVENOAKS","SEVENOAKS","KENT","TN14 "
160,520000,2022,"TN15 6AX","SEVENOAKS","SEVENOAKS","KENT","TN15 "
161,355000,2022,"ME17 2JL","MAIDSTONE","MAIDSTONE","KENT","ME17 "
162,295000,2022,"TN25 4HZ","ASHFORD","ASHFORD","KENT","TN25 "
163,428500,2022,"TN14 6QL","SEVENOAKS","SEVENOAKS","KENT","TN14 "
164,257000,2022,"TN12 9HQ","TONBRIDGE","MAIDSTONE","KENT","TN12 "
165,272500,2022,"TN13 2UB","SEVENOAKS","SEVENOAKS","KENT","TN13 "
166,415000,2022,"TN15 0PW","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
167,101500,2022,"GU21 2FW","WOKING","WOKING","SURREY","GU21 "
168,278000,2022,"ME3 7NE","ROCHESTER","GRAVESHAM","KENT","ME3 7"
169,317000,2022,"TN25 6DH","ASHFORD","FOLKESTONE AND HYTHE","KENT","TN25 "
170,345000,2022,"TN13 2RY","SEVENOAKS","SEVENOAKS","KENT","TN13 "
171,295000,2022,"ME13 9RY","FAVERSHAM","SWALE","KENT","ME13 "
172,360000,2022,"ME17 3EW","MAIDSTONE","MAIDSTONE","KENT","ME17 "
173,170000,2022,"TN15 8NY","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
174,4e+05,2022,"TN15 7RH","SEVENOAKS","TONBRIDGE AND MALLING","KENT","TN15 "
175,238500,2022,"ME9 0BZ","SITTINGBOURNE","SWALE","KENT","ME9 0"
176,124000,2022,"CT16 3PP","DOVER","DOVER","KENT","CT16 "
177,1225000,2022,"TN8 7PR","EDENBRIDGE","SEVENOAKS","KENT","TN8 7"
178,195000,2022,"CT9 3JL","MARGATE","THANET","KENT","CT9 3"
179,275000,2022,"ME12 3RJ","SHEERNESS","SWALE","KENT","ME12 "
180,201000,2022,"TN4 8PB","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 8"
181,290000,2022,"KT12 5JT","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
182,335000,2022,"GU24 8LD","WOKING","SURREY HEATH","SURREY","GU24 "
183,362000,2022,"RH1 4LR","REDHILL","TANDRIDGE","SURREY","RH1 4"
184,275000,2022,"RH1 3FY","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
185,390000,2022,"DA4 0ET","DARTFORD","SEVENOAKS","KENT","DA4 0"
186,425000,2022,"TN25 5PE","ASHFORD","ASHFORD","KENT","TN25 "
187,220000,2022,"CT2 8NP","CANTERBURY","CANTERBURY","KENT","CT2 8"
188,190000,2022,"CT9 3DD","MARGATE","THANET","KENT","CT9 3"
189,425000,2022,"CT7 0JD","BIRCHINGTON","THANET","KENT","CT7 0"
190,710000,2022,"TN12 6ND","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
191,545000,2022,"KT10 9DJ","ESHER","ELMBRIDGE","SURREY","KT10 "
192,282500,2022,"RH1 3FY","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
193,285000,2022,"RH1 3FY","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
194,306000,2022,"RH1 3FY","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
195,270000,2022,"RH1 3FY","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
196,275000,2022,"RH1 3FY","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
197,1150100,2022,"TN12 7AT","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
198,1535000,2022,"TN17 2RA","CRANBROOK","TUNBRIDGE WELLS","KENT","TN17 "
199,325000,2022,"TN18 4NX","CRANBROOK","TUNBRIDGE WELLS","KENT","TN18 "
200,450000,2022,"CT9 5QE","MARGATE","THANET","KENT","CT9 5"
201,950000,2022,"TN12 0RS","TONBRIDGE","MAIDSTONE","KENT","TN12 "
202,144000,2022,"CT16 3PP","DOVER","DOVER","KENT","CT16 "
203,450000,2022,"CT18 8EJ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT18 "
204,668500,2022,"TN18 5EU","CRANBROOK","TUNBRIDGE WELLS","KENT","TN18 "
205,175000,2022,"DA11 9AP","GRAVESEND","DARTFORD","KENT","DA11 "
206,4e+05,2022,"TN27 9TA","ASHFORD","MAIDSTONE","KENT","TN27 "
207,676500,2022,"TN27 0NP","ASHFORD","ASHFORD","KENT","TN27 "
208,285000,2022,"ME13 0SY","FAVERSHAM","SWALE","KENT","ME13 "
209,170000,2022,"CT9 2HY","MARGATE","THANET","KENT","CT9 2"
210,175000,2022,"ME12 3FF","SHEERNESS","SWALE","KENT","ME12 "
211,220000,2022,"CT9 2LR","MARGATE","THANET","KENT","CT9 2"
212,4e+05,2022,"ME17 3EW","MAIDSTONE","MAIDSTONE","KENT","ME17 "
213,130000,2022,"CT9 2JX","MARGATE","THANET","KENT","CT9 2"
214,330000,2022,"RH5 5TH","DORKING","MOLE VALLEY","SURREY","RH5 5"
215,520000,2022,"RH6 0EH","HORLEY","MOLE VALLEY","SURREY","RH6 0"
216,564000,2022,"GU23 6DD","WOKING","GUILDFORD","SURREY","GU23 "
217,430000,2022,"KT10 0AT","ESHER","ELMBRIDGE","SURREY","KT10 "
218,182000,2022,"GU16 6LD","CAMBERLEY","SURREY HEATH","SURREY","GU16 "
219,260000,2022,"KT22 9LL","LEATHERHEAD","MOLE VALLEY","SURREY","KT22 "
220,280000,2022,"KT15 3JZ","ADDLESTONE","RUNNYMEDE","SURREY","KT15 "
221,545000,2022,"GU23 7AS","WOKING","GUILDFORD","SURREY","GU23 "
222,60000,2022,"ME1 3WH","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
223,247995,2022,"ME1 3WH","ROCHESTER","TONBRIDGE AND MALLING","KENT","ME1 3"
224,331500,2022,"KT12 5AJ","WALTON-ON-THAMES","ELMBRIDGE","SURREY","KT12 "
225,150000,2022,"RH5 4HP","DORKING","MOLE VALLEY","SURREY","RH5 4"
226,399950,2022,"GU3 2AR","GUILDFORD","GUILDFORD","SURREY","GU3 2"
227,375000,2022,"CR3 7DA","CATERHAM","TANDRIDGE","SURREY","CR3 7"
228,1e+06,2022,"RH5 4PQ","DORKING","MOLE VALLEY","SURREY","RH5 4"
229,214000,2022,"TW19 7FG","STAINES-UPON-THAMES","SPELTHORNE","SURREY","TW19 "
230,347500,2022,"CT13 9PN","SANDWICH","DOVER","KENT","CT13 "
231,785000,2022,"GU8 5LB","GODALMING","WAVERLEY","SURREY","GU8 5"
232,1125000,2022,"GU4 8RP","GUILDFORD","GUILDFORD","SURREY","GU4 8"
233,1040000,2022,"RH1 4QZ","REDHILL","TANDRIDGE","SURREY","RH1 4"
234,165000,2022,"TW19 7HL","STAINES-UPON-THAMES","SPELTHORNE","SURREY","TW19 "
235,116000,2022,"RH1 3FS","REDHILL","REIGATE AND BANSTEAD","SURREY","RH1 3"
236,215000,2022,"GU10 1AJ","FARNHAM","GUILDFORD","SURREY","GU10 "
237,2e+05,2022,"GU21 2DS","WOKING","WOKING","SURREY","GU21 "
238,605000,2022,"KT20 7AG","TADWORTH","REIGATE AND BANSTEAD","SURREY","KT20 "
239,1064700,2022,"GU10 3AU","FARNHAM","WAVERLEY","SURREY","GU10 "
240,120000,2022,"TN12 0AX","TONBRIDGE","MAIDSTONE","KENT","TN12 "
241,315000,2022,"TN12 6SY","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
242,610000,2022,"GU8 5BY","GODALMING","WAVERLEY","SURREY","GU8 5"
243,565000,2022,"RH7 6JF","LINGFIELD","TANDRIDGE","SURREY","RH7 6"
244,580000,2022,"KT22 0SD","LEATHERHEAD","ELMBRIDGE","SURREY","KT22 "
245,290000,2022,"GU21 2SL","WOKING","WOKING","SURREY","GU21 "
246,410000,2022,"KT17 1FL","EPSOM","EPSOM AND EWELL","SURREY","KT17 "
247,69995,2022,"CT20 3RS","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
248,682000,2022,"TN26 3LL","ASHFORD","ASHFORD","KENT","TN26 "
249,710000,2022,"TN8 6RL","EDENBRIDGE","SEVENOAKS","KENT","TN8 6"
250,175000,2022,"CT20 3RP","FOLKESTONE","FOLKESTONE AND HYTHE","KENT","CT20 "
251,470000,2022,"TN25 5EY","ASHFORD","ASHFORD","KENT","TN25 "
252,2e+05,2022,"TN18 4DQ","CRANBROOK","TUNBRIDGE WELLS","KENT","TN18 "
253,524000,2022,"ME18 5HT","MAIDSTONE","MAIDSTONE","KENT","ME18 "
254,1020000,2022,"TN15 6XN","SEVENOAKS","SEVENOAKS","KENT","TN15 "
255,220000,2022,"CT15 6DX","DOVER","DOVER","KENT","CT15 "
256,395000,2022,"CT4 8DX","CANTERBURY","ASHFORD","KENT","CT4 8"
257,1e+05,2022,"CT9 2JX","MARGATE","THANET","KENT","CT9 2"
258,235000,2022,"TN4 0NT","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
259,258000,2022,"ME20 6GY","AYLESFORD","TONBRIDGE AND MALLING","KENT","ME20 "
260,187500,2022,"ME15 6BF","MAIDSTONE","MAIDSTONE","KENT","ME15 "
261,170000,2022,"ME15 6BP","MAIDSTONE","MAIDSTONE","KENT","ME15 "
262,190000,2022,"CT4 7TZ","CANTERBURY","CANTERBURY","KENT","CT4 7"
263,240000,2022,"ME13 0SY","FAVERSHAM","SWALE","KENT","ME13 "
264,184000,2022,"ME10 2GX","SITTINGBOURNE","SWALE","KENT","ME10 "
265,185000,2022,"TN12 8LX","TONBRIDGE","TUNBRIDGE WELLS","KENT","TN12 "
266,2e+05,2022,"DA13 0NQ","GRAVESEND","GRAVESHAM","KENT","DA13 "
267,68000,2022,"CT15 6AG","DOVER","DOVER","KENT","CT15 "
268,490000,2022,"ME14 4DU","MAIDSTONE","MAIDSTONE","KENT","ME14 "
269,57050,2022,"CT9 3YQ","MARGATE","THANET","KENT","CT9 3"
270,66000,2022,"CT15 6AG","DOVER","DOVER","KENT","CT15 "
271,350000,2022,"TN2 4PH","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN2 4"
272,520000,2022,"ME16 0FZ","MAIDSTONE","MAIDSTONE","KENT","ME16 "
273,250000,2022,"TW19 7NQ","STAINES","SPELTHORNE","SURREY","TW19 "
274,340000,2022,"TW20 0AT","EGHAM","RUNNYMEDE","SURREY","TW20 "
275,725000,2022,"TN27 0DQ","ASHFORD","ASHFORD","KENT","TN27 "
276,350000,2022,"TN2 4PH","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN2 4"
277,649950,2022,"TN27 0DQ","ASHFORD","ASHFORD","KENT","TN27 "
278,740000,2022,"TN3 0NE","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 0"
279,375000,2022,"RH9 8LH","GODSTONE","TANDRIDGE","SURREY","RH9 8"
280,154000,2022,"CT9 2HF","MARGATE","THANET","KENT","CT9 2"
281,150750,2022,"TN4 0FH","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN4 0"
282,675000,2022,"TW20 0LL","EGHAM","RUNNYMEDE","SURREY","TW20 "
283,377500,2022,"GU24 8LD","WOKING","SURREY HEATH","SURREY","GU24 "
284,5e+05,2022,"GU24 8LD","WOKING","SURREY HEATH","SURREY","GU24 "
285,249050,2022,"TN3 8DF","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 8"
286,354995,2022,"ME19 4SX","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
287,12000,2022,"RH6 0ES","DORKING","MOLE VALLEY","SURREY","RH6 0"
288,330000,2022,"ME19 4SX","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
289,344995,2022,"ME19 4SX","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
290,345000,2022,"TN2 4PH","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN2 4"
291,295000,2022,"TN2 4PH","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN2 4"
292,899950,2022,"TW20 0LN","EGHAM","RUNNYMEDE","SURREY","TW20 "
293,350000,2022,"TN2 4PH","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN2 4"
294,286495,2022,"ME19 4SX","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
295,339995,2022,"ME19 4SX","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
296,330000,2022,"ME19 4SX","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
297,344995,2022,"ME19 4SX","WEST MALLING","TONBRIDGE AND MALLING","KENT","ME19 "
298,680000,2022,"RH5 5TH","DORKING","MOLE VALLEY","SURREY","RH5 5"
299,4e+05,2022,"TN27 0DZ","ASHFORD","ASHFORD","KENT","TN27 "
300,999995,2022,"TN27 0DZ","ASHFORD","ASHFORD","KENT","TN27 "
301,116000,2022,"DA4 0JB","DARTFORD","SEVENOAKS","KENT","DA4 0"
302,155000,2022,"TN3 0AQ","TUNBRIDGE WELLS","TUNBRIDGE WELLS","KENT","TN3 0"
303,40000,2022,"TN11 8DZ","TONBRIDGE","SEVENOAKS","KENT","TN11 "
304,193000,2022,"CT16 3FH","DOVER","DOVER","KENT","CT16 "
305,299995,2022,"TN30 6FN","TENTERDEN","ASHFORD","KENT","TN30 "
306,649995,2022,"TN27 0DQ","ASHFORD","ASHFORD","KENT","TN27 "
307,629995,2022,"TN27 0DQ","ASHFORD","ASHFORD","KENT","TN27 "
308,217000,2022,"GU10 1AZ","FARNHAM","GUILDFORD","SURREY","GU10 "
309,228000,2022,"KT16 0PH","CHERTSEY","RUNNYMEDE","SURREY","KT16 "
